title,distributor,distributor_filter,genre,genre1_index,genre2_index,genre1,genre2,rating,running_time,production_year,release_date,month,day,production_budget,domestic_income,inflation_domestic_income,formatted_production_budget,formatted_domestic_income,formatted_inflation_domestic_income,director,link,image
America's Sweethearts,Sony (Revolution),Sony,"Romance, Comedy",10,3,Romance,Comedy,PG-13,102,2001,20010720,7,20,46000000,93607673,134953800,"$46,000,000 ","$93,607,673 ","$134,953,800 ",Joe Roth,,
Cats & Dogs,Warner Bros.,Warner Bros.,Adventure,1,,Adventure,,PG,87,2001,20010704,7,4,60000000,93385515,134633500,"$60,000,000 ","$93,385,515 ","$134,633,500 ",Lawrence Guterman,,
Save the Last Dance,Paramount Pictures,Paramount Pictures,Drama,6,,Drama,,PG-13,113,2001,20010112,1,12,0,91057006,131276500, $ ---------------     ,"$91,057,006 ","$131,276,500 ",Thomas Carter,,
Spider-Man,Sony Pictures,Sony Pictures,"Action, Adventure",0,1,Action,Adventure,PG-13,121,2002,20020503,5,3,139000000,403706375,566995500,"$139,000,000 ","$403,706,375 ","$566,995,500 ",Sam Raimi,,
The Lord of the Rings: The Two Towers,New Line,Other,Fantasy,7,,Fantasy,,PG-13,179,2002,20021218,12,18,94000000,339789881,467562000,"$94,000,000 ","$339,789,881 ","$467,562,000 ",Peter Jackson,,
Star Wars: Episode II - Attack of the Clones,Fox,Fox,"Sci-Fi, Fantasy",11,7,Sci-Fi,Fantasy,PG,132,2002,20020516,5,16,115000000,302191252,424420100,"$115,000,000 ","$302,191,252 ","$424,420,100 ",George Lucas,,
Harry Potter and the Chamber of Secrets,Warner Bros.,Warner Bros.,Fantasy,7,,Fantasy,,PG,161,2002,20021115,11,15,100000000,261988482,366513600,"$100,000,000 ","$261,988,482 ","$366,513,600 ",Chris Columbus,,
My Big Fat Greek Wedding,IFC,Other,"Romance, Comedy",10,3,Romance,Comedy,PG,95,2002,20020419,4,19,5000000,241438208,337982900,"$5,000,000 ","$241,438,208 ","$337,982,900 ",Joel Zwick,,
Signs,Buena Vista,Buena Vista,"Sci-Fi, Horror",11,8,Sci-Fi,Horror,PG-13,107,2002,20020802,8,2,72000000,227966634,320146500,"$72,000,000 ","$227,966,634 ","$320,146,500 ",M. Night Shyamalan,,
Austin Powers in Goldmember,New Line,Other,Comedy,3,,Comedy,,PG-13,94,2002,20020726,7,26,63000000,213307889,299585600,"$63,000,000 ","$213,307,889 ","$299,585,600 ",Jay Roach,,
Men in Black II,Sony Pictures,Sony Pictures,"Sci-Fi, Comedy",11,3,Sci-Fi,Comedy,PG-13,88,2002,20020703,7,3,140000000,190418803,267438500,"$140,000,000 ","$190,418,803 ","$267,438,500 ",Barry Sonnenfeld,,
Ice Age,Fox,Fox,Animation,2,,Animation,,PG,81,2002,20020315,3,15,59000000,176387405,247731700,"$59,000,000 ","$176,387,405 ","$247,731,700 ","Carlos Saldanha, Chris Wedge",,
Chicago,Miramax,Other,Musical,9,,Musical,,PG-13,107,2002,20021227,12,27,45000000,170687518,230980100,"$45,000,000 ","$170,687,518 ","$230,980,100 ",Rob Marshall,,
Catch Me If You Can,DreamWorks,DreamWorks,"Comedy, Drama",3,6,Comedy,Drama,PG-13,140,2002,20021225,12,25,52000000,164615351,223715800,"$52,000,000 ","$164,615,351 ","$223,715,800 ",Steven Spielberg,,
Die Another Day,MGM,Other,Action,0,,Action,,PG-13,123,2002,20021122,11,22,142000000,160942139,225085700,"$142,000,000 ","$160,942,139 ","$225,085,700 ",Lee Tamahori,,
Scooby-Doo,Warner Bros.,Warner Bros.,Adventure,1,,Adventure,,PG,86,2002,20020614,6,14,84000000,153294164,215297800,"$84,000,000 ","$153,294,164 ","$215,297,800 ",Raja Gosnell,,
Lilo & Stitch,Buena Vista,Buena Vista,Animation,2,,Animation,,PG,85,2002,20020621,6,21,80000000,145794338,204764500,"$80,000,000 ","$145,794,338 ","$204,764,500 ","Dean DuBlois, Chris Sanders",,
XXX,Sony (Revolution),Sony,Action,0,,Action,,PG-13,113,2002,20020809,8,9,70000000,142109382,199574300,"$70,000,000 ","$142,109,382 ","$199,574,300 ",Rob Cohen,,
The Santa Clause 2,Buena Vista,Buena Vista,Comedy,3,,Comedy,,G,105,2002,20021101,11,1,65000000,139236327,195254400,"$65,000,000 ","$139,236,327 ","$195,254,400 ",Michael Lembeck,,
Minority Report,Fox,Fox,"Sci-Fi, Thriller",11,12,Sci-Fi,Thriller,PG-13,144,2002,20020621,6,21,102000000,132072926,185493100,"$102,000,000 ","$132,072,926 ","$185,493,100 ",Steven Spielberg,,
The Ring,DreamWorks,DreamWorks,Horror,8,,Horror,,PG-13,109,2002,20021018,10,18,48000000,129128133,181220700,"$48,000,000 ","$129,128,133 ","$181,220,700 ",Gore Verbinski,,
Sweet Home Alabama,Buena Vista,Buena Vista,"Romance, Comedy",10,3,Romance,Comedy,PG-13,102,2002,20020927,9,27,30000000,127223418,178568900,"$30,000,000 ","$127,223,418 ","$178,568,900 ",Andy Tennant,,
Mr. Deeds,Sony Pictures,Sony Pictures,Comedy,3,,Comedy,,PG-13,91,2002,20020628,6,28,50000000,126293452,177376000,"$50,000,000 ","$126,293,452 ","$177,376,000 ",Steven Brill,,
The Bourne Identity,Universal,Universal,"Action, Thriller",0,12,Action,Thriller,PG-13,118,2002,20020614,6,14,60000000,121661683,170870800,"$60,000,000 ","$121,661,683 ","$170,870,800 ",Doug Liman,,
The Sum of All Fears,Paramount Pictures,Paramount Pictures,"Action, Thriller",0,12,Action,Thriller,PG-13,118,2002,20020531,5,31,68000000,118907036,167002000,"$68,000,000 ","$118,907,036 ","$167,002,000 ",Phil Alden Robinson,,
8 Mile,Universal,Universal,Drama,6,,Drama,,R,118,2002,20021108,11,8,41000000,116750901,163851200,"$41,000,000 ","$116,750,901 ","$163,851,200 ",Curtis Hanson,,
Road to Perdition,Sony Pictures,Sony Pictures,"Crime, Drama",4,6,Crime,Drama,R,119,2002,20020712,7,12,80000000,104454762,146704100,"$80,000,000 ","$104,454,762 ","$146,704,100 ",Sam Mendes,,
Panic Room,Sony (Revolution),Sony,Thriller,12,,Thriller,,R,112,2002,20020329,3,29,48000000,96397334,135387700,"$48,000,000 ","$96,397,334 ","$135,387,700 ",David Fincher,,
The Lord of the Rings: The Return of the King,New Line,Other,Fantasy,7,,Fantasy,,PG-13,200,2003,20031217,12,17,94000000,377027325,489843600,"$94,000,000 ","$377,027,325 ","$489,843,600 ",Peter Jackson,,
Finding Nemo,Buena Vista,Buena Vista,Animation,2,,Animation,,G,104,2003,20030530,5,30,94000000,339714978,459713800,"$94,000,000 ","$339,714,978 ","$459,713,800 ","Andrew Stanton, Lee Unkrich",,
Pirates of the Caribbean: The Curse of the Black Pearl,Buena Vista,Buena Vista,Adventure,1,,Adventure,,PG-13,135,2003,20030709,7,9,140000000,305413918,413295000,"$140,000,000 ","$305,413,918 ","$413,295,000 ",Gore Verbinski,,
The Matrix Reloaded,Warner Bros.,Warner Bros.,Action,0,,Action,,R,138,2003,20030515,5,15,150000000,281576461,381038800,"$150,000,000 ","$281,576,461 ","$381,038,800 ",Andy & Lana Wachowski,,
Bruce Almighty,Universal,Universal,"Fantasy, Comedy",3,7,Comedy,Fantasy,PG-13,101,2003,20030523,5,23,81000000,242829261,328604800,"$81,000,000 ","$242,829,261 ","$328,604,800 ",Tom Shadyac,,
X2: X-Men United,Fox,Fox,"Action, Adventure",0,1,Action,Adventure,PG-13,134,2003,20030502,5,2,110000000,214949694,290877200,"$110,000,000 ","$214,949,694 ","$290,877,200 ",Bryan Singer,,
Elf,New Line,Other,Comedy,3,,Comedy,,PG,95,2003,20031107,11,7,33000000,173398518,234152300,"$33,000,000 ","$173,398,518 ","$234,152,300 ",Jon Favreau,,
Terminator 3: Rise of the Machines,Warner Bros.,Warner Bros.,"Action, Sci-Fi",0,11,Action,Sci-Fi,R,109,2003,20030702,7,2,200000000,150371112,203487300,"$200,000,000 ","$150,371,112 ","$203,487,300 ",Jonathan Mostow,,
The Matrix Revolutions,Warner Bros.,Warner Bros.,"Sci-Fi, Action",11,0,Sci-Fi,Action,R,135,2003,20031105,11,5,150000000,139313948,188458600,"$150,000,000 ","$139,313,948 ","$188,458,600 ",Andy & Lana Wachowski,,
Cheaper by the Dozen,Fox,Fox,Comedy,3,,Comedy,,PG,98,2003,20031225,12,25,40000000,138614544,182448400,"$40,000,000 ","$138,614,544 ","$182,448,400 ",Shawn Levy,,
Bad Boys II,Sony Pictures,Sony Pictures,"Action, Comedy",0,3,Action,Comedy,R,147,2003,20030718,7,18,130000000,138608444,187569600,"$130,000,000 ","$138,608,444 ","$187,569,600 ",Michael Bay,,
Anger Management,Sony (Revolution),Sony,Comedy,3,,Comedy,,PG-13,101,2003,20030411,4,11,75000000,135645823,183560500,"$75,000,000 ","$135,645,823 ","$183,560,500 ",Peter Segal,,
Bringing Down the House,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG-13,105,2003,20030307,3,7,33000000,132716677,179596700,"$33,000,000 ","$132,716,677 ","$179,596,700 ",Adam Shankman,,
Hulk,Universal,Universal,"Action, Adventure",0,1,Action,Adventure,PG-13,135,2003,20030620,6,20,137000000,132177234,174482700,"$137,000,000 ","$132,177,234 ","$174,482,700 ",Ang Lee,,
2 Fast 2 Furious,Universal,Universal,Action,0,,Action,,PG-13,101,2003,20030606,6,6,76000000,127154901,172070300,"$76,000,000 ","$127,154,901 ","$172,070,300 ",John Singleton,,
Something's Gotta Give,Sony Pictures,Sony Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,128,2003,20031212,12,12,80000000,124728738,165545600,"$80,000,000 ","$124,728,738 ","$165,545,600 ",Nancy Meyers,,
Seabiscuit,Universal,Universal,Drama,6,,Drama,,PG-13,129,2003,20030725,7,25,87000000,120277854,162761400,"$87,000,000 ","$120,277,854 ","$162,761,400 ",Gary Ross,,
S.W.A.T.,Sony Pictures,Sony Pictures,"Action, Thriller",0,12,Action,Thriller,PG-13,111,2003,20030808,8,8,80000000,116934650,158239900,"$80,000,000 ","$116,934,650 ","$158,239,900 ",Clark Johnson,,
Spy Kids 3D: Game Over,Dimension Films,Other,Adventure,1,,Adventure,,PG,85,2003,20030725,7,25,38000000,111761982,151232900,"$38,000,000 ","$111,761,982 ","$151,232,900 ",Robert Rodriguez,,
The Last Samurai,Warner Bros.,Warner Bros.,War,13,,War,,R,154,2003,20031205,12,5,140000000,111127263,148611000,"$140,000,000 ","$111,127,263 ","$148,611,000 ",Edward Zwick,,
Freaky Friday,Buena Vista,Buena Vista,"Comedy, Fantasy",3,7,Comedy,Fantasy,PG,97,2003,20030806,8,6,20000000,110230332,149157200,"$20,000,000 ","$110,230,332 ","$149,157,200 ",Mark S. Waters,,
Scary Movie 3,Dimension Films,Other,"Comedy, Horror",3,8,Comedy,Horror,PG-13,90,2003,20031024,10,24,48000000,110003217,148824900,"$48,000,000 ","$110,003,217 ","$148,824,900 ",David Zucker,,
The Italian Job,Paramount Pictures,Paramount Pictures,"Action, Crime",4,0,Crime,Action,PG-13,111,2003,20030530,5,30,60000000,106128601,143616800,"$60,000,000 ","$106,128,601 ","$143,616,800 ",F. Gary Gray,,
How to Lose a Guy in 10 Days,Paramount Pictures,Paramount Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,116,2003,20030207,2,7,0,105813373,143190300, $ ---------------     ,"$105,813,373 ","$143,190,300 ",Burr Steers,,
American Wedding,Universal,Universal,Comedy,3,,Comedy,,R,102,2003,20030801,8,1,55000000,104565114,141501000,"$55,000,000 ","$104,565,114 ","$141,501,000 ",Jesse Dylan,,
Shrek 2,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,93,2004,20040519,5,19,150000000,441226247,579775600,"$150,000,000 ","$441,226,247 ","$579,775,600 ","Andrew Adamson, Kelly Asbury, Conrad Vernon",,
Spider-Man 2,Sony Pictures,Sony Pictures,"Action, Adventure",0,1,Action,Adventure,PG-13,127,2004,20040630,6,30,200000000,373585825,490895400,"$200,000,000 ","$373,585,825 ","$490,895,400 ",Sam Raimi,,
The Passion of the Christ,Newmarket,Other,Drama,6,,Drama,,R,126,2004,20040225,2,25,30000000,370274604,486544400,"$30,000,000 ","$370,274,604 ","$486,544,400 ",Mel Gibson,,
Meet the Fockers,Universal,Universal,Comedy,3,,Comedy,,PG-13,114,2004,20041222,12,22,80000000,279261160,360451900,"$80,000,000 ","$279,261,160 ","$360,451,900 ",Jay Roach,,
The Incredibles,Buena Vista,Buena Vista,Animation,2,,Animation,,PG,115,2004,20041105,11,5,92000000,261441092,342964400,"$92,000,000 ","$261,441,092 ","$342,964,400 ",Brad Bird,,
Harry Potter and the Prisoner of Azkaban,Warner Bros.,Warner Bros.,Fantasy,7,,Fantasy,,PG,142,2004,20040604,6,4,130000000,249541069,327899400,"$130,000,000 ","$249,541,069 ","$327,899,400 ",Alfonso Cuaron,,
The Day After Tomorrow,Fox,Fox,"Action, Drama",0,6,Action,Drama,PG-13,124,2004,20040528,5,28,125000000,186740799,245379200,"$125,000,000 ","$186,740,799 ","$245,379,200 ",Roland Emmerich,,
The Bourne Supremacy,Universal,Universal,"Action, Thriller",0,12,Action,Thriller,PG-13,108,2004,20040723,7,23,75000000,176241941,231583600,"$75,000,000 ","$176,241,941 ","$231,583,600 ",Paul Greengrass,,
National Treasure,Buena Vista,Buena Vista,Adventure,1,,Adventure,,PG,131,2004,20041119,11,19,100000000,173008894,226299900,"$100,000,000 ","$173,008,894 ","$226,299,900 ",Jon Turteltaub,,
The Polar Express,Warner Bros.,Warner Bros.,Animation,2,,Animation,,G,100,2004,20041110,11,10,165000000,162775358,213344300,"$165,000,000 ","$162,775,358 ","$213,344,300 ",Robert Zemeckis,,
Shark Tale,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,90,2004,20041001,10,1,75000000,160861908,211356000,"$75,000,000 ","$160,861,908 ","$211,356,000 ",Rob Letterman,,
"I, Robot",Fox,Fox,"Sci-Fi, Thriller",11,12,Sci-Fi,Thriller,PG-13,105,2004,20040716,7,16,120000000,144801023,190270000,"$120,000,000 ","$144,801,023 ","$190,270,000 ",Alex Proyas,,
Troy,Warner Bros.,Warner Bros.,"Adventure, Drama",1,6,Adventure,Drama,R,163,2004,20040514,5,14,175000000,133378256,175260300,"$175,000,000 ","$133,378,256 ","$175,260,300 ",Wolfgang Petersen,,
Ocean's Twelve,Warner Bros.,Warner Bros.,"Crime, Comedy",4,3,Crime,Comedy,PG-13,124,2004,20041210,12,10,110000000,125544280,163819600,"$110,000,000 ","$125,544,280 ","$163,819,600 ",Steven Soderbergh,,
50 First Dates,Sony Pictures,Sony Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,96,2004,20040213,2,13,75000000,120908074,158874400,"$75,000,000 ","$120,908,074 ","$158,874,400 ",Peter Segal,,
Van Helsing,Universal,Universal,Horror,8,,Horror,,PG-13,130,2004,20040507,5,7,160000000,120177084,157913900,"$160,000,000 ","$120,177,084 ","$157,913,900 ",Stephen Sommers,,
Fahrenheit 9/11,Lionsgate,Other,Documentary,5,,Documentary,,R,116,2004,20040623,6,23,6000000,119194771,156623100,"$6,000,000 ","$119,194,771 ","$156,623,100 ",Michael Moore,,
Lemony Snicket's A Series of Unfortunate Events,Paramount Pictures,Paramount Pictures,Adventure,1,,Adventure,,PG,113,2004,20041217,12,17,140000000,118634549,154304200,"$140,000,000 ","$118,634,549 ","$154,304,200 ",Brad Silberling,,
DodgeBall: A True Underdog Story,Fox,Fox,Comedy,3,,Comedy,,PG-13,97,2004,20040618,6,18,20000000,114326736,150226400,"$20,000,000 ","$114,326,736 ","$150,226,400 ",Rawson Marshall Thurber,,
The Village,Buena Vista,Buena Vista,Horror,8,,Horror,,PG-13,108,2004,20040730,7,30,60000000,114197520,150056600,"$60,000,000 ","$114,197,520 ","$150,056,600 ",M. Night Shyamalan,,
The Grudge,Sony Pictures,Sony Pictures,Horror,8,,Horror,,PG-13,96,2004,20041022,10,22,10000000,110359362,145013300,"$10,000,000 ","$110,359,362 ","$145,013,300 ",Takashi Shimizu,,
The Aviator,Miramax,Other,Drama,6,,Drama,,PG-13,168,2004,20041217,12,17,110000000,102610330,131451300,"$110,000,000 ","$102,610,330 ","$131,451,300 ",Martin Scorsese,,
Collateral,DreamWorks,DreamWorks,Crime,4,,Crime,,R,125,2004,20040806,8,6,65000000,101005703,132722500,"$65,000,000 ","$101,005,703 ","$132,722,500 ",Michael Mann,,
Million Dollar Baby,Warner Bros.,Warner Bros.,Drama,6,,Drama,,PG-13,137,2004,20041215,12,15,30000000,100492203,127959300,"$30,000,000 ","$100,492,203 ","$127,959,300 ",Clint Eastwood,,
The Princess Diaries 2: Royal Engagement,Buena Vista,Buena Vista,Comedy,3,,Comedy,,G,113,2004,20040811,8,11,40000000,95170481,125054900,"$40,000,000 ","$95,170,481 ","$125,054,900 ",Garry Marshall,,
Star Wars: Episode III - Revenge of the Sith,Fox,Fox,"Fantasy, Sci-Fi",7,11,Fantasy,Sci-Fi,PG-13,146,2005,20050519,5,19,113000000,380270577,472223700,"$113,000,000 ","$380,270,577 ","$472,223,700 ",George Lucas,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Buena Vista,Buena Vista,Fantasy,7,,Fantasy,,PG,132,2005,20051209,12,9,180000000,291710957,368637900,"$180,000,000 ","$291,710,957 ","$368,637,900 ",Andrew Adamson,,
Harry Potter and the Goblet of Fire,Warner Bros.,Warner Bros.,Fantasy,7,,Fantasy,,PG-13,153,2005,20051118,11,18,150000000,290013036,368630200,"$150,000,000 ","$290,013,036 ","$368,630,200 ",Mike Newell,,
War of the Worlds,Paramount Pictures,Paramount Pictures,"Sci-Fi, Horror",11,8,Sci-Fi,Horror,PG-13,117,2005,20050629,6,29,132000000,234280354,298241500,"$132,000,000 ","$234,280,354 ","$298,241,500 ",Steven Spielberg,,
King Kong,Universal,Universal,Adventure,1,,Adventure,,PG-13,187,2005,20051214,12,14,207000000,218080025,275568100,"$207,000,000 ","$218,080,025 ","$275,568,100 ",Peter Jackson,,
Wedding Crashers,New Line,Other,Comedy,3,,Comedy,,R,113,2005,20050715,7,15,40000000,209255921,266385100,"$40,000,000 ","$209,255,921 ","$266,385,100 ",David Dobkin,,
Charlie and the Chocolate Factory,Warner Bros.,Warner Bros.,Adventure,1,,Adventure,,PG,106,2005,20050715,7,15,150000000,206459076,262824700,"$150,000,000 ","$206,459,076 ","$262,824,700 ",Tim Burton,,
Batman Begins,Warner Bros.,Warner Bros.,"Action, Adventure",0,1,Action,Adventure,PG-13,140,2005,20050615,6,15,150000000,205343774,261404900,"$150,000,000 ","$205,343,774 ","$261,404,900 ",Christopher Nolan,,
Madagascar,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,86,2005,20050527,5,27,0,193595521,246449200, $ ---------------     ,"$193,595,521 ","$246,449,200 ","Eric Darnell, Tom McGrath",,
Mr. & Mrs. Smith,Fox,Fox,"Action, Comedy",0,3,Action,Comedy,PG-13,115,2005,20050610,6,10,110000000,186336279,237208100,"$110,000,000 ","$186,336,279 ","$237,208,100 ",Doug Liman,,
Hitch,Sony Pictures,Sony Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,115,2005,20050211,2,11,70000000,179495555,228499800,"$70,000,000 ","$179,495,555 ","$228,499,800 ",Andy Tennant,,
The Longest Yard,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG-13,109,2005,20050527,5,27,82000000,158119460,201287800,"$82,000,000 ","$158,119,460 ","$201,287,800 ",Peter Segal,,
Fantastic Four,Fox,Fox,"Action, Adventure",0,1,Action,Adventure,PG-13,123,2005,20050708,7,8,100000000,154696080,196929800,"$100,000,000 ","$154,696,080 ","$196,929,800 ",Tim Story,,
Chicken Little,Buena Vista,Buena Vista,Animation,2,,Animation,,G,81,2005,20051104,11,4,150000000,135386665,172233300,"$150,000,000 ","$135,386,665 ","$172,233,300 ",Mark Dindal,,
Robots,Fox,Fox,Animation,2,,Animation,,PG,90,2005,20050311,3,11,75000000,128200012,163200000,"$75,000,000 ","$128,200,012 ","$163,200,000 ","Carlos Saldanha, Chris Wedge",,
Walk the Line,Fox,Fox,Drama,6,,Drama,,PG-13,135,2005,20051118,11,18,28000000,119519402,151321300,"$28,000,000 ","$119,519,402 ","$151,321,300 ",James Mangold,,
The Pacifier,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,91,2005,20050304,3,4,56000000,113086868,143960800,"$56,000,000 ","$113,086,868 ","$143,960,800 ",Adam Shankman,,
Fun with Dick and Jane,Sony Pictures,Sony Pictures,"Crime, Comedy",4,3,Crime,Comedy,PG-13,90,2005,20051221,12,21,100000000,110332737,138638500,"$100,000,000 ","$110,332,737 ","$138,638,500 ",Dean Parisot,,
The 40-Year-Old Virgin,Universal,Universal,Comedy,3,,Comedy,,R,116,2005,20050819,8,19,26000000,109449237,139330100,"$26,000,000 ","$109,449,237 ","$139,330,100 ",Judd Apatow,,
Flightplan,Buena Vista,Buena Vista,Thriller,12,,Thriller,,PG-13,93,2005,20050923,9,23,0,89707299,114180100, $ ---------------     ,"$89,707,299 ","$114,180,100 ",Robert Schwentke,,
Saw II,Lionsgate,Other,Horror,8,,Horror,,R,91,2005,20051028,10,28,4000000,87039965,110800900,"$4,000,000 ","$87,039,965 ","$110,800,900 ",Darren Lynn Bousman,,
Brokeback Mountain,Focus,Other,Western,14,,Western,,R,135,2005,20051209,12,9,14000000,83043761,103735100,"$14,000,000 ","$83,043,761 ","$103,735,100 ",Ang Lee,,
Monster-in-Law,New Line,Other,Comedy,3,,Comedy,,PG-13,95,2005,20050513,5,13,43000000,82931301,105572500,"$43,000,000 ","$82,931,301 ","$105,572,500 ",Robert Luketic,,
Are We There Yet?,Sony (Revolution),Sony,Comedy,3,,Comedy,,PG,94,2005,20050121,1,21,32000000,82674398,105245400,"$32,000,000 ","$82,674,398 ","$105,245,400 ","J. David Stem, David N. Weiss",,
Cheaper by the Dozen 2,Fox,Fox,Comedy,3,,Comedy,,PG,100,2005,20051221,12,21,0,82571173,103842100, $ ---------------     ,"$82,571,173 ","$103,842,100 ",Adam Shankman,,
Pirates of the Caribbean: Dead Man's Chest,Buena Vista,Buena Vista,Adventure,1,,Adventure,,PG-13,151,2006,20060707,7,7,225000000,423315812,527367500,"$225,000,000 ","$423,315,812 ","$527,367,500 ",Gore Verbinski,,
Night at the Museum,Fox,Fox,Adventure,1,,Adventure,,PG,108,2006,20061222,12,22,0,250863268,302259500, $ ---------------     ,"$250,863,268 ","$302,259,500 ",Shawn Levy,,
Cars,Buena Vista,Buena Vista,Animation,2,,Animation,,G,116,2006,20060609,6,9,120000000,244082982,304078900,"$120,000,000 ","$244,082,982 ","$304,078,900 ",John Lasseter,,
X-Men: The Last Stand,Fox,Fox,"Action, Adventure",0,1,Action,Adventure,PG-13,104,2006,20060526,5,26,210000000,234362462,291969100,"$210,000,000 ","$234,362,462 ","$291,969,100 ",Brett Ratner,,
The Da Vinci Code,Sony Pictures,Sony Pictures,Thriller,12,,Thriller,,PG-13,149,2006,20060519,5,19,125000000,217536138,271006900,"$125,000,000 ","$217,536,138 ","$271,006,900 ",Ron Howard,,
Superman Returns,Warner Bros.,Warner Bros.,"Action, Adventure",0,1,Action,Adventure,PG-13,154,2006,20060628,6,28,270000000,200081192,249261500,"$270,000,000 ","$200,081,192 ","$249,261,500 ",Bryan Singer,,
Happy Feet,Warner Bros.,Warner Bros.,Animation,2,,Animation,,PG,108,2006,20061117,11,17,100000000,198000317,244895400,"$100,000,000 ","$198,000,317 ","$244,895,400 ",George Miller,,
Ice Age: The Meltdown,Fox,Fox,Animation,2,,Animation,,PG,90,2006,20060331,3,31,80000000,195330621,243343200,"$80,000,000 ","$195,330,621 ","$243,343,200 ",Carlos Saldanha,,
Casino Royale,Sony Pictures,Sony Pictures,Action,0,,Action,,PG-13,144,2006,20061117,11,17,150000000,167445960,207498000,"$150,000,000 ","$167,445,960 ","$207,498,000 ",Martin Campbell,,
The Pursuit of Happyness,Sony Pictures,Sony Pictures,Drama,6,,Drama,,PG,116,2006,20061215,12,15,55000000,163566459,198721000,"$55,000,000 ","$163,566,459 ","$198,721,000 ",Gabriele Muccino,,
Over the Hedge,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,87,2006,20060519,5,19,0,155019340,193123300, $ ---------------     ,"$155,019,340 ","$193,123,300 ",Karey Kirkpatrick,,
Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures,Sony Pictures,Comedy,3,,Comedy,,PG-13,110,2006,20060804,8,4,72500000,148213377,184644500,"$72,500,000 ","$148,213,377 ","$184,644,500 ",Adam McKay,,
Click,Sony (Revolution),Sony,"Comedy, Fantasy",3,7,Comedy,Fantasy,PG-13,97,2006,20060623,6,23,82500000,137355633,171117900,"$82,500,000 ","$137,355,633 ","$171,117,900 ",Frank Coraci,,
Mission: Impossible III,Paramount Pictures,Paramount Pictures,Action,0,,Action,,PG-13,126,2006,20060505,5,5,150000000,134029801,166974500,"$150,000,000 ","$134,029,801 ","$166,974,500 ",J.J. Abrams,,
The Departed,Warner Bros.,Warner Bros.,"Crime, Drama",4,6,Crime,Drama,R,150,2006,20061006,10,6,90000000,132384315,164185600,"$90,000,000 ","$132,384,315 ","$164,185,600 ",Martin Scorsese,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Fox,Fox,Comedy,3,,Comedy,,R,84,2006,20061103,11,3,18000000,128505958,159885300,"$18,000,000 ","$128,505,958 ","$159,885,300 ",Larry Charles,,
The Devil Wears Prada,Fox,Fox,Comedy,3,,Comedy,,PG-13,106,2006,20060630,6,30,35000000,124740460,155401900,"$35,000,000 ","$124,740,460 ","$155,401,900 ",David Frankel,,
The Break-Up,Universal,Universal,"Romance, Comedy",10,3,Romance,Comedy,PG-13,106,2006,20060602,6,2,52000000,118703275,147880700,"$52,000,000 ","$118,703,275 ","$147,880,700 ",Peyton Reed,,
Dreamgirls,DreamWorks,DreamWorks,Musical,9,,Musical,,PG-13,125,2006,20061215,12,15,0,103365956,123969100, $ ---------------     ,"$103,365,956 ","$123,969,100 ",Bill Condon,,
Scary Movie 4,Dimension Films,Other,"Horror, Comedy",8,3,Horror,Comedy,PG-13,83,2006,20060414,4,14,45000000,90710620,113007400,"$45,000,000 ","$90,710,620 ","$113,007,400 ",David Zucker,,
Failure to Launch,Paramount Pictures,Paramount Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,97,2006,20060310,3,10,50000000,88715192,110521500,"$50,000,000 ","$88,715,192 ","$110,521,500 ",Tom Dey,,
Inside Man,Universal,Universal,"Crime, Thriller",4,12,Crime,Thriller,R,128,2006,20060324,3,24,45000000,88513495,110270300,"$45,000,000 ","$88,513,495 ","$110,270,300 ",Spike Lee,,
Open Season,Sony Pictures,Sony Pictures,Animation,2,,Animation,,PG,100,2006,20060929,9,29,85000000,85105259,106024300,"$85,000,000 ","$85,105,259 ","$106,024,300 ",Roger Allers,,
The Santa Clause 3: The Escape Clause,Buena Vista,Buena Vista,Comedy,3,,Comedy,,G,98,2006,20061103,11,3,0,84500122,105184300, $ ---------------     ,"$84,500,122 ","$105,184,300 ",Michael Lembeck,,
Charlotte's Web (2006),Paramount Pictures,Paramount Pictures,"Fantasy, Comedy",7,3,Fantasy,Comedy,G,97,2006,20061215,12,15,85000000,82985708,100866400,"$85,000,000 ","$82,985,708 ","$100,866,400 ",Gary Winick,,
Spider-Man 3,Sony Pictures,Sony Pictures,"Action, Adventure",0,1,Action,Adventure,PG-13,140,2007,20070504,5,4,258000000,336530303,399140600,"$258,000,000 ","$336,530,303 ","$399,140,600 ",Sam Raimi,,
